"kön";"utbildningens inriktning";"region där utbildningen bedrivs";"utbildningens studietakt";"utbildningens studieform";"utbildningens längd";"utbildningens examenstyp";"Antal studerande 2020";"Antal studerande 2021";"Antal studerande 2022";"Antal studerande 2023";"Antal studerande 2024";"Antal examinerade 2020";"Antal examinerade 2021";"Antal examinerade 2022";"Antal examinerade 2023";"Antal examinerade 2024"
"kvinnor";"Samhällsbyggnad och byggteknik";" Uppsala län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"kvinnor";"Samhällsbyggnad och byggteknik";" Uppsala län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";27;31;31;16;3;11;6;7;8;..
"kvinnor";"Samhällsbyggnad och byggteknik";" Uppsala län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"kvinnor";"Samhällsbyggnad och byggteknik";" Uppsala län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"kvinnor";"Samhällsbyggnad och byggteknik";" Uppsala län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";67;57;74;96;77;7;8;20;20;..
"kvinnor";"Samhällsbyggnad och byggteknik";" Uppsala län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"kvinnor";"Samhällsbyggnad och byggteknik";" Uppsala län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";67;57;74;96;77;7;8;20;20;..
"kvinnor";"Samhällsbyggnad och byggteknik";" Uppsala län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"kvinnor";"Samhällsbyggnad och byggteknik";" Uppsala län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"kvinnor";"Samhällsbyggnad och byggteknik";" Uppsala län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"kvinnor";"Samhällsbyggnad och byggteknik";" Uppsala län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"kvinnor";"Samhällsbyggnad och byggteknik";" Uppsala län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"kvinnor";"Samhällsbyggnad och byggteknik";" Uppsala län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"kvinnor";"Samhällsbyggnad och byggteknik";" Uppsala län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"kvinnor";"Samhällsbyggnad och byggteknik";" Uppsala län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
